Model,TBS1052C
1.0552e-02,5.055
1.0554e-02,5.055
1.0555e-02,5.055
1.0557e-02,5.055
1.0558e-02,5.055
1.0560e-02,5.055
1.0562e-02,5.055
1.0563e-02,5.055
1.0565e-02,5.055
1.0566e-02,5.055
1.0568e-02,5.055
1.0570e-02,5.055
1.0571e-02,5.055
1.0573e-02,5.055
1.0574e-02,5.055
1.0576e-02,5.055
1.0578e-02,5.055
1.0579e-02,5.055
1.0581e-02,5.055
1.0582e-02,4.995
1.0584e-02,5.055
1.0586e-02,5.055
1.0587e-02,5.055
1.0589e-02,5.055
1.0590e-02,5.055
1.0592e-02,5.055
1.0594e-02,5.055
1.0595e-02,5.055
1.0597e-02,5.055
1.0598e-02,5.055
1.0600e-02,5.055
1.0602e-02,5.055
1.0603e-02,5.055
1.0605e-02,5.055
1.0606e-02,5.055
1.0608e-02,5.055
1.0610e-02,5.055
1.0611e-02,5.055
1.0613e-02,5.055
1.0614e-02,5.055
1.0616e-02,5.055
1.0618e-02,5.055
1.0619e-02,5.055
1.0621e-02,5.055
1.0622e-02,5.055
1.0624e-02,5.055
1.0626e-02,5.055
1.0627e-02,5.055
1.0629e-02,5.055
1.0630e-02,5.055
1.0632e-02,5.055
1.0634e-02,5.055
1.0635e-02,5.055
1.0637e-02,5.055
1.0638e-02,5.055
1.0640e-02,5.055
1.0642e-02,5.055
1.0643e-02,5.055
1.0645e-02,5.055
1.0646e-02,4.995
1.0648e-02,5.055
1.0650e-02,5.055
1.0651e-02,5.055
1.0653e-02,5.055
1.0654e-02,5.055
1.0656e-02,5.055
1.0658e-02,5.055
1.0659e-02,5.055
1.0661e-02,5.055
1.0662e-02,5.055
1.0664e-02,5.055
1.0666e-02,5.055
1.0667e-02,5.055
1.0669e-02,5.055
1.0670e-02,5.055
1.0672e-02,5.055
1.0674e-02,5.055
1.0675e-02,5.055
1.0677e-02,5.055
1.0678e-02,5.055
1.0680e-02,5.055
1.0682e-02,5.055
1.0683e-02,5.055
1.0685e-02,5.055
1.0686e-02,5.055
1.0688e-02,5.055
1.0690e-02,5.055
1.0691e-02,5.055
1.0693e-02,5.055
1.0694e-02,5.055
1.0696e-02,5.055
1.0698e-02,5.055
1.0699e-02,5.055
1.0701e-02,5.055
1.0702e-02,5.055
1.0704e-02,5.055
1.0706e-02,5.055
1.0707e-02,5.055
1.0709e-02,5.055
1.0710e-02,5.055
1.0712e-02,5.055
1.0714e-02,5.055
1.0715e-02,5.055
1.0717e-02,5.055
1.0718e-02,5.055
1.0720e-02,5.055
1.0722e-02,5.055
1.0723e-02,5.055
1.0725e-02,5.055
1.0726e-02,5.055
1.0728e-02,5.055
1.0730e-02,5.055
1.0731e-02,5.055
1.0733e-02,5.055
1.0734e-02,5.055
1.0736e-02,5.055
1.0738e-02,5.055
1.0739e-02,5.055
1.0741e-02,5.055
1.0742e-02,5.055
1.0744e-02,5.055
1.0746e-02,5.055
1.0747e-02,5.055
1.0749e-02,5.055
1.0750e-02,5.055
1.0752e-02,5.055
1.0754e-02,5.055
1.0755e-02,5.055
1.0757e-02,5.055
1.0758e-02,5.055
1.0760e-02,5.055
1.0762e-02,4.455
1.0763e-02,3.255
1.0765e-02,1.875
1.0766e-02,0.735
1.0768e-02,-0.045
1.0770e-02,0.015
1.0771e-02,0.015
1.0773e-02,0.015
1.0774e-02,0.015
1.0776e-02,-0.045
1.0778e-02,0.015
1.0779e-02,-0.045
1.0781e-02,0.015
1.0782e-02,0.015
1.0784e-02,-0.045
1.0786e-02,0.015
1.0787e-02,-0.045
1.0789e-02,-0.045
1.0790e-02,-0.045
1.0792e-02,0.015
1.0794e-02,-0.045
1.0795e-02,-0.045
1.0797e-02,0.015
1.0798e-02,-0.045
1.0800e-02,-0.045
1.0802e-02,-0.045
1.0803e-02,-0.045
1.0805e-02,-0.045
1.0806e-02,-0.045
1.0808e-02,-0.045
1.0810e-02,-0.045
1.0811e-02,-0.045
1.0813e-02,-0.045
1.0814e-02,-0.045
1.0816e-02,-0.045
1.0818e-02,-0.045
1.0819e-02,-0.045
1.0821e-02,-0.045
1.0822e-02,-0.045
1.0824e-02,-0.045
1.0826e-02,-0.045
1.0827e-02,-0.045
1.0829e-02,-0.045
1.0830e-02,-0.045
1.0832e-02,-0.045
1.0834e-02,-0.045
1.0835e-02,-0.045
1.0837e-02,-0.045
1.0838e-02,-0.045
1.0840e-02,0.015
1.0842e-02,-0.045
1.0843e-02,-0.045
1.0845e-02,-0.045
1.0846e-02,-0.045
1.0848e-02,-0.045
1.0850e-02,-0.045
1.0851e-02,-0.045
1.0853e-02,0.015
1.0854e-02,-0.045
1.0856e-02,-0.045
1.0858e-02,-0.045
1.0859e-02,-0.045
1.0861e-02,-0.045
1.0862e-02,-0.045
1.0864e-02,-0.045
1.0866e-02,-0.045
1.0867e-02,-0.045
1.0869e-02,-0.045
1.0870e-02,-0.045
1.0872e-02,-0.045
1.0874e-02,-0.045
1.0875e-02,-0.045
1.0877e-02,-0.045
1.0878e-02,-0.045
1.0880e-02,-0.045
1.0882e-02,-0.045
1.0883e-02,0.015
1.0885e-02,-0.045
1.0886e-02,-0.045
1.0888e-02,-0.045
1.0890e-02,1.335
1.0891e-02,2.535
1.0893e-02,3.855
1.0894e-02,5.055
1.0896e-02,5.055
1.0898e-02,5.055
1.0899e-02,4.995
1.0901e-02,4.995
1.0902e-02,5.055
1.0904e-02,5.055
1.0906e-02,4.995
1.0907e-02,5.055
1.0909e-02,5.055
1.0910e-02,5.055
1.0912e-02,5.055
1.0914e-02,5.055
1.0915e-02,5.055
1.0917e-02,5.055
1.0918e-02,5.055
1.0920e-02,5.055
1.0922e-02,5.055
1.0923e-02,5.055
1.0925e-02,5.055
1.0926e-02,5.055
1.0928e-02,5.055
1.0930e-02,5.055
1.0931e-02,5.055
1.0933e-02,5.055
1.0934e-02,5.055
1.0936e-02,5.055
1.0938e-02,5.055
1.0939e-02,5.055
1.0941e-02,5.055
1.0942e-02,5.055
1.0944e-02,5.055
1.0946e-02,5.055
1.0947e-02,5.055
1.0949e-02,5.055
1.0950e-02,5.055
1.0952e-02,4.515
1.0954e-02,3.255
1.0955e-02,1.935
1.0957e-02,0.735
1.0958e-02,-0.045
1.0960e-02,-0.045
1.0962e-02,0.015
1.0963e-02,0.015
1.0965e-02,-0.045
1.0966e-02,0.015
1.0968e-02,0.015
1.0970e-02,0.015
1.0971e-02,-0.045
1.0973e-02,-0.045
1.0974e-02,0.015
1.0976e-02,-0.045
1.0978e-02,-0.045
1.0979e-02,0.015
1.0981e-02,-0.045
1.0982e-02,-0.045
1.0984e-02,0.015
1.0986e-02,-0.045
1.0987e-02,-0.045
1.0989e-02,-0.045
1.0990e-02,0.015
1.0992e-02,-0.045
1.0994e-02,-0.045
1.0995e-02,-0.045
1.0997e-02,-0.045
1.0998e-02,-0.045
1.1000e-02,-0.045
1.1002e-02,-0.045
1.1003e-02,-0.045
1.1005e-02,-0.045
1.1006e-02,-0.045
1.1008e-02,-0.045
1.1010e-02,-0.045
1.1011e-02,-0.045
1.1013e-02,0.015
1.1014e-02,-0.045
1.1016e-02,0.915
1.1018e-02,2.115
1.1019e-02,3.495
1.1021e-02,4.695
1.1022e-02,5.055
1.1024e-02,5.055
1.1026e-02,5.055
1.1027e-02,5.055
1.1029e-02,4.995
1.1030e-02,5.055
1.1032e-02,5.055
1.1034e-02,5.055
1.1035e-02,5.055
1.1037e-02,5.055
1.1038e-02,5.055
1.1040e-02,5.055
1.1042e-02,5.055
1.1043e-02,5.055
1.1045e-02,5.055
1.1046e-02,5.055
1.1048e-02,5.055
1.1050e-02,5.055
1.1051e-02,5.055
1.1053e-02,5.055
1.1054e-02,5.055
1.1056e-02,5.055
1.1058e-02,5.055
1.1059e-02,5.055
1.1061e-02,5.055
1.1062e-02,5.055
1.1064e-02,5.055
1.1066e-02,5.055
1.1067e-02,5.055
1.1069e-02,5.055
1.1070e-02,5.055
1.1072e-02,5.055
1.1074e-02,5.055
1.1075e-02,5.055
1.1077e-02,5.055
1.1078e-02,5.055
1.1080e-02,3.855
1.1082e-02,2.655
1.1083e-02,1.335
1.1085e-02,0.135
1.1086e-02,-0.045
1.1088e-02,0.015
1.1090e-02,0.015
1.1091e-02,0.015
1.1093e-02,0.015
1.1094e-02,0.015
1.1096e-02,-0.045
1.1098e-02,-0.045
1.1099e-02,-0.045
1.1101e-02,-0.045
1.1102e-02,-0.045
1.1104e-02,-0.045
1.1106e-02,-0.045
1.1107e-02,-0.045
1.1109e-02,-0.045
1.1110e-02,0.015
1.1112e-02,-0.045
1.1114e-02,-0.045
1.1115e-02,-0.045
1.1117e-02,-0.045
1.1118e-02,-0.045
1.1120e-02,-0.045
1.1122e-02,-0.045
1.1123e-02,-0.045
1.1125e-02,-0.045
1.1126e-02,-0.045
1.1128e-02,-0.045
1.1130e-02,-0.045
1.1131e-02,-0.045
1.1133e-02,-0.045
1.1134e-02,-0.045
1.1136e-02,0.015
1.1138e-02,-0.045
1.1139e-02,-0.045
1.1141e-02,-0.045
1.1142e-02,-0.045
1.1144e-02,-0.045
1.1146e-02,-0.045
1.1147e-02,-0.045
1.1149e-02,-0.045
1.1150e-02,-0.045
1.1152e-02,-0.045
1.1154e-02,-0.045
1.1155e-02,0.015
1.1157e-02,-0.045
1.1158e-02,-0.045
1.1160e-02,0.015
1.1162e-02,-0.045
1.1163e-02,-0.045
1.1165e-02,-0.045
1.1166e-02,-0.045
1.1168e-02,-0.045
1.1170e-02,-0.045
1.1171e-02,0.015
1.1173e-02,-0.045
1.1174e-02,-0.045
1.1176e-02,-0.045
1.1178e-02,-0.045
1.1179e-02,-0.045
1.1181e-02,-0.045
1.1182e-02,-0.045
1.1184e-02,-0.045
1.1186e-02,-0.045
1.1187e-02,-0.045
1.1189e-02,-0.045
1.1190e-02,-0.045
1.1192e-02,-0.045
1.1194e-02,-0.045
1.1195e-02,-0.045
1.1197e-02,0.015
1.1198e-02,-0.045
1.1200e-02,0.015
1.1202e-02,-0.045
1.1203e-02,-0.045
1.1205e-02,-0.045
1.1206e-02,-0.045
1.1208e-02,-0.045
1.1210e-02,-0.045
1.1211e-02,-0.045
1.1213e-02,-0.045
1.1214e-02,0.015
1.1216e-02,-0.045
1.1218e-02,0.015
1.1219e-02,-0.045
1.1221e-02,-0.045
1.1222e-02,-0.045
1.1224e-02,-0.045
1.1226e-02,0.015
1.1227e-02,-0.045
1.1229e-02,-0.045
1.1230e-02,-0.045
1.1232e-02,-0.045
1.1234e-02,-0.045
1.1235e-02,-0.045
1.1237e-02,-0.045
1.1238e-02,-0.045
1.1240e-02,-0.045
1.1242e-02,-0.045
1.1243e-02,0.015
1.1245e-02,0.015
1.1246e-02,-0.045
1.1248e-02,-0.045
1.1250e-02,0.015
1.1251e-02,-0.045
1.1253e-02,-0.045
1.1254e-02,0.015
1.1256e-02,0.015
1.1258e-02,0.015
1.1259e-02,0.015
1.1261e-02,0.015
1.1262e-02,0.015
1.1264e-02,-0.045
1.1266e-02,-0.045
1.1267e-02,-0.045
1.1269e-02,-0.045
1.1270e-02,1.155
1.1272e-02,2.295
1.1274e-02,3.675
1.1275e-02,4.875
1.1277e-02,5.055
1.1278e-02,5.055
1.1280e-02,5.055
1.1282e-02,5.055
1.1283e-02,5.055
1.1285e-02,5.055
1.1286e-02,5.055
1.1288e-02,5.055
1.1290e-02,5.055
1.1291e-02,5.055
1.1293e-02,5.055
1.1294e-02,5.055
1.1296e-02,5.055
1.1298e-02,4.995
1.1299e-02,5.055
1.1301e-02,5.055
1.1302e-02,5.055
1.1304e-02,5.055
1.1306e-02,5.055
1.1307e-02,5.055
1.1309e-02,5.055
1.1310e-02,5.055
1.1312e-02,5.055
1.1314e-02,5.055
1.1315e-02,5.055
1.1317e-02,5.055
1.1318e-02,5.055
1.1320e-02,5.055
1.1322e-02,5.055
1.1323e-02,5.055
1.1325e-02,5.055
1.1326e-02,5.055
1.1328e-02,5.055
1.1330e-02,5.055
1.1331e-02,5.055
1.1333e-02,5.055
1.1334e-02,5.055
1.1336e-02,5.055
1.1338e-02,5.055
1.1339e-02,5.055
1.1341e-02,5.055
1.1342e-02,5.055
1.1344e-02,5.055
1.1346e-02,5.055
1.1347e-02,5.055
1.1349e-02,5.055
1.1350e-02,5.055
1.1352e-02,5.055
1.1354e-02,5.055
1.1355e-02,5.055
1.1357e-02,5.055
1.1358e-02,5.055
1.1360e-02,5.055
1.1362e-02,5.055
1.1363e-02,5.055
1.1365e-02,5.055
1.1366e-02,5.055
1.1368e-02,5.055
1.1370e-02,5.055
1.1371e-02,5.055
1.1373e-02,5.055
1.1374e-02,5.055
1.1376e-02,5.055
1.1378e-02,5.055
1.1379e-02,5.055
1.1381e-02,5.055
1.1382e-02,5.055
1.1384e-02,5.055
1.1386e-02,5.055
1.1387e-02,5.055
1.1389e-02,5.055
1.1390e-02,5.055
1.1392e-02,5.055
1.1394e-02,5.055
1.1395e-02,5.055
1.1397e-02,4.455
1.1398e-02,3.075
1.1400e-02,1.695
1.1402e-02,0.555
1.1403e-02,0.015
1.1405e-02,-0.045
1.1406e-02,0.015
1.1408e-02,0.015
1.1410e-02,0.015
1.1411e-02,0.015
1.1413e-02,-0.045
1.1414e-02,-0.045
1.1416e-02,0.015
1.1418e-02,-0.045
1.1419e-02,0.015
1.1421e-02,0.015
1.1422e-02,0.015
1.1424e-02,0.015
1.1426e-02,-0.045
1.1427e-02,-0.045
1.1429e-02,-0.045
1.1430e-02,-0.045
1.1432e-02,-0.045
1.1434e-02,-0.045
1.1435e-02,-0.045
1.1437e-02,-0.045
1.1438e-02,-0.045
1.1440e-02,-0.045
1.1442e-02,0.015
1.1443e-02,0.015
1.1445e-02,-0.045
1.1446e-02,-0.045
1.1448e-02,-0.045
1.1450e-02,-0.045
1.1451e-02,-0.045
1.1453e-02,0.015
1.1454e-02,-0.045
1.1456e-02,-0.045
1.1458e-02,-0.045
1.1459e-02,-0.045
1.1461e-02,-0.045
1.1462e-02,-0.045
1.1464e-02,-0.045
1.1466e-02,-0.045
1.1467e-02,0.015
1.1469e-02,-0.045
1.1470e-02,-0.045
1.1472e-02,-0.045
1.1474e-02,-0.045
1.1475e-02,-0.045
1.1477e-02,-0.045
1.1478e-02,-0.045
1.1480e-02,0.015
1.1482e-02,-0.045
1.1483e-02,-0.045
1.1485e-02,-0.045
1.1486e-02,0.015
1.1488e-02,-0.045
1.1490e-02,-0.045
1.1491e-02,-0.045
1.1493e-02,-0.045
1.1494e-02,-0.045
1.1496e-02,-0.045
1.1498e-02,-0.045
1.1499e-02,-0.045
1.1501e-02,-0.045
1.1502e-02,-0.045
1.1504e-02,-0.045
1.1506e-02,0.015
1.1507e-02,0.015
1.1509e-02,-0.045
1.1510e-02,-0.045
1.1512e-02,-0.045
1.1514e-02,-0.045
1.1515e-02,0.015
1.1517e-02,-0.045
1.1518e-02,0.015
1.1520e-02,-0.045
1.1522e-02,-0.045
1.1523e-02,-0.045
1.1525e-02,-0.045
1.1526e-02,-0.045
1.1528e-02,-0.045
1.1530e-02,-0.045
1.1531e-02,-0.045
1.1533e-02,0.015
1.1534e-02,-0.045
1.1536e-02,-0.045
1.1538e-02,-0.045
1.1539e-02,-0.045
1.1541e-02,-0.045
1.1542e-02,0.015
1.1544e-02,0.015
1.1546e-02,-0.045
1.1547e-02,-0.045
1.1549e-02,-0.045
1.1550e-02,0.015
1.1552e-02,-0.045
1.1554e-02,0.015
1.1555e-02,-0.045
1.1557e-02,-0.045
1.1558e-02,0.015
1.1560e-02,-0.045
1.1562e-02,-0.045
1.1563e-02,-0.045
1.1565e-02,-0.045
1.1566e-02,-0.045
1.1568e-02,-0.045
1.1570e-02,0.015
1.1571e-02,-0.045
1.1573e-02,0.015
1.1574e-02,-0.045
1.1576e-02,0.015
1.1578e-02,0.015
1.1579e-02,-0.045
1.1581e-02,-0.045
1.1582e-02,0.015
1.1584e-02,-0.045
1.1586e-02,-0.045
1.1587e-02,-0.045
1.1589e-02,0.015
1.1590e-02,-0.045
1.1592e-02,-0.045
1.1594e-02,-0.045
1.1595e-02,0.015
1.1597e-02,-0.045
1.1598e-02,-0.045
1.1600e-02,-0.045
1.1602e-02,-0.045
1.1603e-02,-0.045
1.1605e-02,-0.045
1.1606e-02,-0.045
1.1608e-02,-0.045
1.1610e-02,-0.045
1.1611e-02,-0.045
1.1613e-02,-0.045
1.1614e-02,-0.045
1.1616e-02,-0.045
1.1618e-02,-0.045
1.1619e-02,-0.045
1.1621e-02,0.015
1.1622e-02,-0.045
1.1624e-02,-0.045
1.1626e-02,-0.045
1.1627e-02,0.015
1.1629e-02,0.015
1.1630e-02,0.015
1.1632e-02,0.015
1.1634e-02,-0.045
1.1635e-02,0.015
1.1637e-02,-0.045
1.1638e-02,-0.045
1.1640e-02,-0.045
1.1642e-02,-0.045
1.1643e-02,-0.045
1.1645e-02,-0.045
1.1646e-02,0.015
1.1648e-02,-0.045
1.1650e-02,-0.045
1.1651e-02,0.915
1.1653e-02,2.295
1.1654e-02,3.675
1.1656e-02,4.875
1.1658e-02,5.055
1.1659e-02,5.055
1.1661e-02,5.055
1.1662e-02,4.995
1.1664e-02,5.055
1.1666e-02,5.055
1.1667e-02,5.055
1.1669e-02,5.055
1.1670e-02,5.055
1.1672e-02,5.055
1.1674e-02,5.055
1.1675e-02,5.055
1.1677e-02,5.055
1.1678e-02,5.055
1.1680e-02,5.055
1.1682e-02,5.055
1.1683e-02,5.055
1.1685e-02,5.055
1.1686e-02,5.055
1.1688e-02,5.055
1.1690e-02,5.055
1.1691e-02,5.055
1.1693e-02,5.055
1.1694e-02,5.055
1.1696e-02,5.055
1.1698e-02,5.055
1.1699e-02,5.055
1.1701e-02,5.055
1.1702e-02,5.055
1.1704e-02,5.055
1.1706e-02,5.055
1.1707e-02,5.055
1.1709e-02,5.055
1.1710e-02,5.055
1.1712e-02,4.995
1.1714e-02,4.875
1.1715e-02,3.495
1.1717e-02,2.295
1.1718e-02,0.915
1.1720e-02,-0.045
1.1722e-02,-0.045
1.1723e-02,-0.045
1.1725e-02,-0.045
1.1726e-02,0.015
1.1728e-02,-0.045
1.1730e-02,0.015
1.1731e-02,0.015
1.1733e-02,0.015
1.1734e-02,-0.045
1.1736e-02,-0.045
1.1738e-02,-0.045
1.1739e-02,-0.045
1.1741e-02,-0.045
1.1742e-02,0.015
1.1744e-02,-0.045
1.1746e-02,0.015
1.1747e-02,-0.045
1.1749e-02,-0.045
1.1750e-02,0.015
1.1752e-02,-0.045
1.1754e-02,-0.045
1.1755e-02,-0.045
1.1757e-02,-0.045
1.1758e-02,0.015
1.1760e-02,0.015
1.1762e-02,-0.045
1.1763e-02,0.015
1.1765e-02,0.015
1.1766e-02,0.015
1.1768e-02,-0.045
1.1770e-02,0.015
1.1771e-02,-0.045
1.1773e-02,-0.045
1.1774e-02,-0.045
1.1776e-02,-0.045
1.1778e-02,0.015
1.1779e-02,-0.045
1.1781e-02,-0.045
1.1782e-02,-0.045
1.1784e-02,-0.045
1.1786e-02,-0.045
1.1787e-02,0.015
1.1789e-02,-0.045
1.1790e-02,-0.045
1.1792e-02,-0.045
1.1794e-02,-0.045
1.1795e-02,-0.045
1.1797e-02,-0.045
1.1798e-02,-0.045
1.1800e-02,-0.045
1.1802e-02,-0.045
1.1803e-02,-0.045
1.1805e-02,-0.045
1.1806e-02,-0.045
1.1808e-02,-0.045
1.1810e-02,-0.045
1.1811e-02,-0.045
1.1813e-02,-0.045
1.1814e-02,-0.045
1.1816e-02,-0.045
1.1818e-02,-0.045
1.1819e-02,-0.045
1.1821e-02,-0.045
1.1822e-02,-0.045
1.1824e-02,-0.045
1.1826e-02,-0.045
1.1827e-02,-0.045
1.1829e-02,-0.045
1.1830e-02,-0.045
1.1832e-02,-0.045
1.1834e-02,0.015
1.1835e-02,0.015
1.1837e-02,0.015
1.1838e-02,-0.045
1.1840e-02,-0.045
1.1842e-02,-0.045
1.1843e-02,-0.045
1.1845e-02,-0.045
1.1846e-02,0.015
1.1848e-02,-0.045
1.1850e-02,-0.045
1.1851e-02,-0.045
1.1853e-02,0.015
1.1854e-02,-0.045
1.1856e-02,0.015
1.1858e-02,-0.045
1.1859e-02,0.015
1.1861e-02,-0.045
1.1862e-02,-0.045
1.1864e-02,-0.045
1.1866e-02,-0.045
1.1867e-02,-0.045
1.1869e-02,-0.045
1.1870e-02,0.015
1.1872e-02,-0.045
1.1874e-02,-0.045
1.1875e-02,-0.045
1.1877e-02,-0.045
1.1878e-02,-0.045
1.1880e-02,-0.045
1.1882e-02,-0.045
1.1883e-02,-0.045
1.1885e-02,-0.045
1.1886e-02,0.015
1.1888e-02,-0.045
1.1890e-02,-0.045
1.1891e-02,-0.045
1.1893e-02,-0.045
1.1894e-02,-0.045
1.1896e-02,-0.045
1.1898e-02,0.015
1.1899e-02,-0.045
1.1901e-02,-0.045
1.1902e-02,0.015
1.1904e-02,-0.045
1.1906e-02,0.015
1.1907e-02,0.015
1.1909e-02,-0.045
1.1910e-02,-0.045
1.1912e-02,-0.045
1.1914e-02,0.015
1.1915e-02,-0.045
1.1917e-02,-0.045
1.1918e-02,-0.045
1.1920e-02,-0.045
1.1922e-02,-0.045
1.1923e-02,-0.045
1.1925e-02,-0.045
1.1926e-02,-0.045
1.1928e-02,-0.045
1.1930e-02,-0.045
1.1931e-02,-0.045
1.1933e-02,-0.045
1.1934e-02,-0.045
1.1936e-02,-0.045
1.1938e-02,-0.045
1.1939e-02,-0.045
1.1941e-02,-0.045
1.1942e-02,-0.045
1.1944e-02,-0.045
1.1946e-02,0.015
1.1947e-02,-0.045
1.1949e-02,-0.045
1.1950e-02,-0.045
1.1952e-02,-0.045
1.1954e-02,0.015
1.1955e-02,-0.045
1.1957e-02,-0.045
1.1958e-02,0.015
1.1960e-02,-0.045
1.1962e-02,0.015
1.1963e-02,-0.045
1.1965e-02,-0.045
1.1966e-02,0.015
1.1968e-02,-0.045
1.1970e-02,-0.045
1.1971e-02,-0.045
1.1973e-02,-0.045
1.1974e-02,-0.045
1.1976e-02,-0.045
1.1978e-02,-0.045
1.1979e-02,-0.045
1.1981e-02,-0.045
1.1982e-02,-0.045
1.1984e-02,-0.045
1.1986e-02,0.015
1.1987e-02,-0.045
1.1989e-02,0.015
1.1990e-02,-0.045
1.1992e-02,-0.045
1.1994e-02,-0.045
1.1995e-02,-0.045
1.1997e-02,-0.045
1.1998e-02,-0.045
1.2000e-02,-0.045
1.2002e-02,-0.045
1.2003e-02,-0.045
1.2005e-02,-0.045
1.2006e-02,-0.045
1.2008e-02,-0.045
1.2010e-02,-0.045
1.2011e-02,-0.045
1.2013e-02,-0.045
1.2014e-02,-0.045
1.2016e-02,-0.045
1.2018e-02,-0.045
1.2019e-02,-0.045
1.2021e-02,0.015
1.2022e-02,-0.045
1.2024e-02,-0.045
1.2026e-02,-0.045
1.2027e-02,-0.045
1.2029e-02,0.015
1.2030e-02,-0.045
1.2032e-02,0.975
1.2034e-02,2.295
1.2035e-02,3.495
1.2037e-02,4.875
1.2038e-02,5.055
1.2040e-02,5.055
1.2042e-02,5.055
1.2043e-02,5.055
1.2045e-02,5.055
1.2046e-02,5.055
1.2048e-02,5.055
1.2050e-02,5.055
1.2051e-02,5.055
1.2053e-02,5.055
1.2054e-02,5.055
1.2056e-02,5.055
1.2058e-02,5.055
1.2059e-02,5.055
1.2061e-02,5.055
1.2062e-02,4.995
1.2064e-02,5.055
1.2066e-02,5.055
1.2067e-02,5.055
1.2069e-02,5.055
1.2070e-02,5.055
1.2072e-02,5.055
1.2074e-02,5.055
1.2075e-02,5.055
1.2077e-02,5.055
1.2078e-02,5.055
1.2080e-02,5.055
1.2082e-02,5.055
1.2083e-02,5.055
1.2085e-02,5.055
1.2086e-02,5.055
1.2088e-02,5.055
1.2090e-02,5.055
1.2091e-02,5.055
1.2093e-02,5.055
1.2094e-02,5.055
1.2096e-02,5.055
1.2098e-02,5.055
1.2099e-02,5.055
1.2101e-02,5.055
1.2102e-02,5.055
1.2104e-02,5.055
1.2106e-02,5.055
1.2107e-02,5.055
1.2109e-02,5.055
1.2110e-02,5.055
1.2112e-02,5.055
1.2114e-02,5.055
1.2115e-02,5.055
1.2117e-02,5.055
1.2118e-02,5.055
1.2120e-02,5.055
1.2122e-02,5.055
1.2123e-02,5.055
1.2125e-02,5.055
1.2126e-02,5.055
1.2128e-02,5.055
1.2130e-02,5.055
1.2131e-02,5.055
1.2133e-02,4.995
1.2134e-02,5.055
1.2136e-02,5.055
1.2138e-02,5.055
1.2139e-02,5.055
1.2141e-02,5.055
1.2142e-02,5.055
1.2144e-02,5.055
1.2146e-02,5.055
1.2147e-02,5.055
1.2149e-02,5.055
1.2150e-02,5.055
1.2152e-02,5.055
1.2154e-02,5.055
1.2155e-02,5.055
1.2157e-02,5.055
1.2158e-02,5.055
1.2160e-02,5.055
1.2162e-02,5.055
1.2163e-02,5.055
1.2165e-02,5.055
1.2166e-02,5.055
1.2168e-02,5.055
1.2170e-02,5.055
1.2171e-02,5.055
1.2173e-02,5.055
1.2174e-02,5.055
1.2176e-02,5.055
1.2178e-02,5.055
1.2179e-02,5.055
1.2181e-02,5.055
1.2182e-02,5.055
1.2184e-02,5.055
1.2186e-02,5.055
1.2187e-02,5.055
1.2189e-02,5.055
1.2190e-02,5.055
1.2192e-02,5.055
1.2194e-02,5.055
1.2195e-02,5.055
1.2197e-02,5.055
1.2198e-02,5.055
1.2200e-02,5.055
1.2202e-02,5.055
1.2203e-02,5.055
1.2205e-02,5.055
1.2206e-02,5.055
1.2208e-02,4.995
1.2210e-02,5.055
1.2211e-02,5.055
1.2213e-02,5.055
1.2214e-02,5.055
1.2216e-02,5.055
1.2218e-02,5.055
1.2219e-02,5.055
1.2221e-02,5.055
1.2222e-02,5.055
1.2224e-02,4.995
1.2226e-02,5.055
1.2227e-02,5.055
1.2229e-02,5.055
1.2230e-02,5.055
1.2232e-02,5.055
1.2234e-02,5.055
1.2235e-02,5.055
1.2237e-02,5.055
1.2238e-02,5.055
1.2240e-02,5.055
1.2242e-02,5.055
1.2243e-02,5.055
1.2245e-02,5.055
1.2246e-02,5.055
1.2248e-02,5.055
1.2250e-02,5.055
1.2251e-02,5.055
1.2253e-02,5.055
1.2254e-02,5.055
1.2256e-02,5.055
1.2258e-02,5.055
1.2259e-02,5.055
1.2261e-02,5.055
1.2262e-02,5.055
1.2264e-02,5.055
1.2266e-02,5.055
1.2267e-02,5.055
1.2269e-02,5.055
1.2270e-02,5.055
1.2272e-02,5.055
1.2274e-02,5.055
1.2275e-02,5.055
1.2277e-02,5.055
1.2278e-02,5.055
1.2280e-02,5.055
1.2282e-02,5.055
1.2283e-02,5.055
1.2285e-02,5.055
1.2286e-02,5.055
1.2288e-02,5.055
1.2290e-02,5.055
1.2291e-02,5.055
1.2293e-02,5.055
1.2294e-02,5.055
1.2296e-02,5.055
1.2298e-02,5.055
1.2299e-02,5.055
1.2301e-02,5.055
1.2302e-02,5.055
1.2304e-02,4.995
1.2306e-02,5.055
1.2307e-02,5.055
1.2309e-02,5.055
1.2310e-02,5.055
1.2312e-02,5.055
1.2314e-02,5.055
1.2315e-02,5.055
1.2317e-02,5.055
1.2318e-02,5.055
1.2320e-02,5.055
1.2322e-02,5.055
1.2323e-02,5.055
1.2325e-02,5.055
1.2326e-02,5.055
1.2328e-02,5.055
1.2330e-02,5.055
1.2331e-02,4.995
1.2333e-02,5.055
1.2334e-02,5.055
1.2336e-02,5.055
1.2338e-02,5.055
1.2339e-02,5.055
1.2341e-02,5.055
1.2342e-02,5.055
1.2344e-02,5.055
1.2346e-02,5.055
1.2347e-02,5.055
1.2349e-02,5.055
1.2350e-02,5.055
1.2352e-02,5.055
1.2354e-02,5.055
1.2355e-02,5.055
